texto,sentimento,tipoInteracao,autor_anonimo
O BTG Pactual administrador do Fundo Imobiliario Hospital Nossa Senhora de Lourdes NSLU11 informou na noite desta segundafeira 23 que podera reter o valor da distribuicao de rendimento referente a abril caso a 3a emissao de novas cotas nao tenha sido concluida ate o dia 7 de junho   Para a retencao o administrador do FII declarou que considera o aluguel ja recebido e reajustado pelo IGPM   Ainda de acordo com o BTG Pactual no caso do avanco e a conclusao da oferta a retencao dos dividendos podera ser distribuida ate o final do semestre   A 3a emissao do NSLU11 esta sendo realizada com o objetivo de captar R 2629987200 para abatimento na divida judicial de R 2713759679 para ressarcimento a locataria Rede DOr em acerto sobre valor de aluguel O fundo foi intimado ao pagamento no inicio de marco   Ainda de acordo com o comunicado o BTG Pactual declarou que R 1865 milhoes ja foram pagos a Rede DOr   E o segundo mes seguido em que o fundo recorre a retencao dos dividendos por conta da divida judicial junto a Rede DOr No final de abril o NSLU11 determinou a retencao da distribuicao referente aos rendimentos de marco    Saiba mais no link do Stories Bio ou acesse wwwclubefiinewscombr   fundosimobiliarios fiis NSLU11 hospitais mercadoimobiliario fundoimobiliario realestate imoveis mercadofinanceiro investimentos rendapassiva,NEUTRAL,marcação,8
O cartao de credito paga anuidade,NEUTRAL,comentário,1577
Recebemos recentemente mais uma noticia muito importante para a historia da Acqua Vero Investimentos Atingimos a primeira colocacao entre os escritorios vinculados do Banco BTG Pactual no mes de abril de 2022   O destaque vem em um momento ja muito importante para nos estamos completando 1 ano de sociedade com o BTG Pactual apos 10 anos junto a XP Investimentos e nao poderiamos estar mais felizes com o sucesso dessa parceria  Mais do que o topo do ranking o resultado demonstra o nosso desejo incessante de chegar mais longe voar mais alto e levar a melhor experiencia de investimentos para os nossos clientes ao redor do Brasil   Esse e apenas mais um passo de uma historia cada vez mais vitoriosa e o nosso sentimento de ainda estar no comeco de tudo segue o mesmo   Nada disso seria possivel sem a dedicacao de todos os nossos socios colaboradores e principalmente nossos clientes   Isso e Acqua Vero Investimentos    Investindo na sua melhor conquista  investimentos number1,POSITIVE,marcação,1578
Exato 1 ano e 1 semana apos nossa mudanca pro BTG Pactual alcancamos o 1o lugar do ranking do banco   Trabalhamos pra subir posicoes Nao Trabalhamos todo dia muito e de forma obcecada pra mostrar o melhor caminho para cada um de nossos clientes Mas se estivermos no topo do ranking melhor ainda afinal de contas e mais um sinal de que estamos na direcao certa   Todos os dias tomamos dezenas de decisoes 100 delas pensando em como proporcionar algo melhor para nossos clientes  Depois para nosso time   Lugarcomum Cliche Sim Mas e o que fazemos E nao vamos parar   Acqua Vero,NEGATIVE,marcação,1579
Repost btgpactual  Nova serie do BTG Pactual Historias que Inspiram  Convidamos alguns clientes e registramos as historias emocionantes e inspiradoras de cada um deles O resultado completo voce confere no Youtube do BTG Pactual  Separamos os melhores momentos neste video,NEUTRAL,marcação,1367
BTG  Radar do Mercado  O IBOVESPA fechou estavel aos 110580 pontos sem acompanhar a valorizacao de NY apos a divulgacao da Ata do FOMC O Dow Jones subiu 060 SP 500 095 e Nasdaq 151   A Bolsa brasileira tem mostrado resiliencia ante o exterior nos ultimos dias mas hoje foi pressionada pelas acoes do setor bancario em ajuste apos ganhos de ontem BB ON BBAS3 061 Bradesco PN BBDC4 11 e Itau PN ITUB4 18 Como principal baixa do dia Banco Inter BIDI11 64  btgpactual btgpactualempresas arenabtg  btg,NEUTRAL,marcação,1580
Esse mes completei um ano de btgpactual  e nao poderia estar mais feliz e realizada com o comeco da minha trajetoria aqui Nesse um ano tantas mudancas aconteceram que e ate dificil de assimilar tantos planos se concretizando em tao pouco tempo Que seja o primeiro ano de muitos,POSITIVE,marcação,1581
Venham se inscrever ao convite do bruxo ronaldinho  A TennisKraft  em parceria com ctmoska  vai inaugurar seu mais novo point de Beach Tennis com um aulao no dia 4 de Junho sabado em frente ao quiosque LaCarioca na Praia do Leblon  beachtennis leblon lacarioca bodylaser orthopride ademicon ademiconrio xpinvestimentos btgpactual montebravoinvestimentos shoppingleblon proshop tenisrj mormaiibeachtennis tenniskraft ctmoska praiadoleblon michellobultra portodosabor rayban ronaldinho,NEUTRAL,marcação,111
2W Programa de Aceleracao Comercial  sao duas semanas intensas de formacao comercial com ferramentas para aplicacao do Assessor de Investimento e lideres com simulacoes reais de forma hibrida apresentacao da instituicao de produtos da atividade tecnica e comportamental  E nos Seven Investor estamos presentes nesses dias com as nossas Assessoras e socias priscila_nogueira_almeida e crismartinsreis e estivemos em abril com dedeaolicastro e giselesouzabarros   somosseven darumbtg investimentos planejamentofinanceiro,NEUTRAL,marcação,105
Excelente curso  Foi gratificante participar do curso 2W em abril  e e gratificante fazer parte desse time maravilhoso da seveninvestor e btgpactual So tem fera,POSITIVE,comentário,415
,NEUTRAL,comentário,1582
,NEUTRAL,comentário,438
A tela de fundo e da apresentacao incrivel do Fabio Serrano do btgpactual mas a imagem representa bem o dia em que demos start ao Eletron Energy Conecta um road show que passara por varias cidades brasileiras levando a oportunidade das empresas no mercado livre de energia maximizarem seus resultados financeiros tornandose autoprodutores de energia    vidaextraordinaria,NEUTRAL,marcação,1583
Esta no ar  O btgpactual reconhece a sua trajetoria  A nova campanha do banco de investimentos esta sendo veiculada em 7 estados e em 12 cidades atraves da Rede Digital Premium Jornais Acesse nos principais jornais do pais  Agencia artplan   Tailor Media especializada em regionalizar campanhas nacionais  TailorMedia Jornal Digitalpremium Adnetwork btg  FolhaDeSaoPaulo CorreioPopular OEstadoDeSaoPaulo ANoticia DiarioCatarinense HoraDeSantaCatarina JornalDeSantaCatarina DiarioGaucho Pioneiro ZeroHora Extra OGlobo TribunaDoParana GazetaDoPovo AGazeta OPovo Lance,NEUTRAL,marcação,1584
Esta no ar  O btgpactual reconhece a sua trajetoria  A nova campanha do banco de investimentos esta sendo veiculada em 7 estados e em 12 cidades atraves da Rede Digital Premium Jornais Acesse nos principais jornais do pais  Agencia artplan   Tailor Media especializada em regionalizar campanhas nacionais  TailorMedia Jornal Digitalpremium Adnetwork Nubank NuDay AgoraSaoPaulo FolhaDeSaoPaulo CorreioPopular OEstadoDeSaoPaulo ANoticia DiarioCatarinense HoraDeSantaCatarina JornalDeSantaCatarina DiarioGaucho Pioneiro ZeroHora Extra OGlobo TribunaDoParana GazetaDoPovo AGazeta OPovo Lance,NEUTRAL,marcação,1584
Palestrantes no 1 Encontro SulAmericano de Familias Luxemburguesas Inscricoes na bio,NEUTRAL,marcação,1585
Esta no ar  O btgpactual reconhece a sua trajetoria  A nova campanha do banco de investimentos esta sendo veiculada em 7 estados e em 12 cidades atraves da Rede Digital Premium Jornais Acesse nos principais jornais do pais  Tailor Media especializada em regionalizar campanhas nacionais  TailorMedia Jornal Digitalpremium Adnetwork Nubank NuDay AgoraSaoPaulo FolhaDeSaoPaulo CorreioPopular OEstadoDeSaoPaulo ANoticia DiarioCatarinense HoraDeSantaCatarina JornalDeSantaCatarina DiarioGaucho Pioneiro ZeroHora Extra OGlobo TribunaDoParana GazetaDoPovo AGazeta OPovo Lance,NEUTRAL,marcação,1584
Grande dia   ptbrasil ptsaopaulo lulaoficial gleisihoffmann randolferodrigues renancalheiros folhadespaulo vejanoinsta revistaistoe istoe_dinheiro globonews portalg1 uolnoticias uoleconomia valoreconomico fgv_eesp diariodonordeste diariodocentrodomundo brasil_247 dinheirovivopt pcdob_oficial pco29 psol50 fernandohaddadoficial manueladavila guilhermeboulosoficial erikakokay janainacpaschoal augustosnunesoficial jovempannews bloombergbusiness xpinvestimentos btgpactual forbesbr infomoney empiricus sf_moro jdoriajr ivanvalentepsol lcmbexperience psdboficial mdb_nacional mdbsaopaulo mdbnosenado lasiermartins jornaloglobo correiobraziliense correiodopovo mblivre renansantosmbl vemprarua_br jairmessiasbolsonaro bolsonarosp carlosbolsonaro flaviobolsonaro cirogomes cironogueira adolfo_sachsida,NEUTRAL,marcação,1425
A Forever Capital nasceu com o proposito de aumentar o numero de pessoas e empresas de sucesso no interior do Brasil oferecendo acesso aos melhores produtos e estrategias financeiras Hoje estamos presentes em Londrina Maringa Joinville e Campo Grande Assessoria de Investimentos do BTG Pactual  maior banco de investimentos da America Latina forevercapitalbr btgpactual forevercapital btgpactual assessoriadeinvestimentos mercadofinanceiro,POSITIVE,marcação,1586
Muito informativo,POSITIVE,comentário,253
A hora e HOJE Nao perca oportunidades  acquavero btgpactual,NEUTRAL,marcação,568
O tbt de hoje e para relembrarmos o nosso evento na lamborghinisaopaulo em parceria com a franklintempleton  o btgpactual e com a participacao do regileme   Confira o aftermovie dessa experiencia marcante que proporcionamos para alguns de nossos clientes  AvinExperience,NEUTRAL,marcação,1557
Um fato o BTG reconhece a sua trajetoria  Estaremos sempre ao seu lado para voce ter sucesso na sua vida financeira e construir a sua historia  Ja deu um BTG na sua vida hoje,POSITIVE,marcação,1557
A Grifa tem excelencia como base de cada projeto Entendemos a necessidade do cliente independente do segmento e desenvolvemos a estrutura ideal para o modelo de negocio sempre atrelado a metodologias inovadoras e as tendencias do mercado    O projeto do Banco BTG com pouco mais de 4 mil m2 comprova isso Conte com a Grifa para projetar o que voce sonha para o seu negocio     Grifa Engenharia Projetos Qualidade Conforto Sofisticacao calculoestrurual btg arquitetura bancobtgpactual engenhariacivil estrurura,NEGATIVE,marcação,1587
Radar do Mercado  O IBOVESPA fechou em alta de 118 aos 111890 pontos em linha com o cenario positivo no exterior alta de acoes de peso na carteira caso da Petrobras e daquelas mais descontadas  btgpactual  ibov,NEUTRAL,marcação,1580
Orgulho do estamos construindo cordierinvestimentos,NEGATIVE,marcação,1284
Nos do escritorio bbicapital temos orgulho de ser btgpactual  deumBTGnasuavida,POSITIVE,marcação,1450
Ter um socio na operacao da acquavero do tamanho do btgpactual e fundamental para trazer para nossos clientes o que ja de melhor no mercado financeiro Se voce esta insatisfeito ou acredita que seus investimentos poderiam estar com uma performance mais alinhada ao atual cenario vem dar um BTG na sua vida financeira  btgpactual acquavero empreendedorismo baixadasantista sp,POSITIVE,marcação,1566
A Lifetime e o BTG reconhecem o que seus clientes fizeram e fazem para estar onde estao  Por isso vamos dar luz as suas trajetorias Revelar o que acontece nos bastidores do seu sucesso  E mostrar que estamos ao lado de cada um deles seja qual for o seu momento  Sempre com as melhores solucoes para darem um BTG na sua vida financeira e construirem a sua historia  Lifetime  Eleita a melhor assessoria do BTG Pactual em 2021,POSITIVE,marcação,124
Muito treino e historia com a diretoria da aabbrio e o melhor cuidador de quadra de Tenis do Rio cesarnunesmorais tennis aabbrio tenniskraft leblon treino aulasdetenis orthopride bodylaser orthopride shoppingleblon xpinvestimentos btgpactual montebravoinvestimentos tenisrj proshop nike lacoste riodejaneiro rayban rioopen proshop atp itftennis rolandgarros,NEGATIVE,marcação,111
lifetimeinvestimentos  btgpactual,NEUTRAL,marcação,1588
PGG AQUI O AGRO E MAIS NEGOCIO  A parceria solida entre pggchem  e btgpactual juntos levamos as melhores condicoes de financiamento da sua safra agricola no brasil nao importa a cultura se e proddutorrural distributor ou cooperativa   Conte com a nossa linha de credito agricola Uma solucao de financiamento segura com taxas atrativas e sem burocracia para distribuidores e produtores rurais  Com a expertise de mais de 38 anos do BTG Pactual oferecemos uma opcao de financiamento rapida e segura para distribuidores de insumos e produtores rurais e cooperativas  A solicitacao e feita de forma simples em nossa plataforma e a analise de credito acontece em poucos dias  Com a solucao ambos aproveitam o recurso de imediato e o pagamento do credito e feito apos a colheita  Venham conhecer as nossas vantagens e contem com o melhor atendimento da nossa gerente tammysj   safra2022 safra20222023 safra2223 agroebtgepgg agroebtgepgg,POSITIVE,marcação,1589
btgbtgpactualcmicarochaabfabianajustusseusougabrielasyasminbrunetrfernandalimaogioewbanknucarvalho,NEUTRAL,comentário,1590
Que emocionante para nos da cordierinvestimentos ver uma promocao do nosso trabalho nessa magnitude  Obrigado btgpactual    cordierinvestimentos btgpactual,POSITIVE,marcação,520
btgpactual,NEUTRAL,comentário,1591
Cafe com Mercado 27052022,NEUTRAL,marcação,1222
Conte conosco para sua jornada ybotiramainvestimentos btgpactual,POSITIVE,marcação,1592
Travou mais um dia a btgpactual  btgpactualempresas,NEUTRAL,comentário,1593
Hoje se encerra 2 semanas de imersao na cultura BTG e treinamento comercial Foram 2 semanas intensas de muito aprendizado e novos contatos Agradeco todo o time de Aceleracao Capacitacao na pessoa do victorferreira_edu e ao meu escritorio forevercapitalbr por ter acreditado em mim e ter me enviado aqui btgpactual ate a proxima,POSITIVE,marcação,1594
